what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336160780670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336160784624
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336160939085
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1336160939134
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1336160939134
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336160942930
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336161172324
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336161177016
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336161236547
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1336161236610
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1336161236610
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336161240040
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336231887631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336231912002
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336231914687
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336231928456
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336231928495
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336231942202
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336231942202
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336231945803
