what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336158933240
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1336158935636
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336158943299
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1336158951168
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336158952190
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336158964219
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1336158990937
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1336159015199
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1336159016467
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336159020013
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1336159020114
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336159020114
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336159039989
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1336159061619
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336159061700
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336159066163
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336159066848
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1336159080410
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336159129996
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336159131606
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1336159133570
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336159135337
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336159259898
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336159264435
opened,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1336159268693
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1336159268724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336159273610
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336159273634
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1336159275257
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1336159280367
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336159293880
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336159296960
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336159332093
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1336159332164
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1336159362304
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1336159363877
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336159367288
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336159372261
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1336159391199
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336159392901
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336159393856
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336159394141
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1336159395620
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20111213-1754,"org.eclipse.pde.ds.ui",1336159395730
stopped,bundle,org.eclipse.pde.runtime,3.4.201.v20110928-1516,"org.eclipse.pde.runtime",1336159395760
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20110516,"org.eclipse.pde.ua.ui",1336159395866
stopped,bundle,org.eclipse.pde.ui.templates,3.4.400.v20110928-1516,"org.eclipse.pde.ui.templates",1336159395887
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.3.v201201121156,"org.eclipse.datatools.connectivity.oda.template.ui",1336159395927
stopped,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1336159395928
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1336159395961
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.200.v201103302125,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1336159395992
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1336159588065
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1336159588067
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1336159588067
